m_reaction,m_gene_reaction_rule,m_metabolites,m_subsystem,m_gene,seq_uniprot,seq_kegg,seq_mapped_pdbs,seq_domains,seq_file,struct_id,struct_is_experimental,struct_percent_seq_cov,struct_pdb,struct_resolution,struct_chemicals,struct_domains,struct_homology_template,struct_file
SULabcpp,((b2423 and b2424 and b2422 and b2425) or (b0764 and b0765 and b0763) or (b2422 and b2423 and b2424 and b3917)),h2o_c;atp_c;so4_p;so4_c;h_c;adp_c;pi_c,Inorganic Ion Transport and Metabolism,b2422,P16676,ecj:JW2415;eco:b2422,,,P16676.fasta,REP-CYSA_ECOLI,False,1.0,,,,,1z47,CYSA_ECOLI_model1_clean-X_clean.pdb
SULabcpp,((b2423 and b2424 and b2422 and b2425) or (b0764 and b0765 and b0763) or (b2422 and b2423 and b2424 and b3917)),h2o_c;atp_c;so4_p;so4_c;h_c;adp_c;pi_c,Inorganic Ion Transport and Metabolism,b0764,P0AF01,ecj:JW0747;eco:b0764,,,P0AF01.fasta,REP-MODB_ECOLI,False,1.0,,,,,2onk,MODB_ECOLI_model1_clean-X_clean.pdb
SULabcpp,((b2423 and b2424 and b2422 and b2425) or (b0764 and b0765 and b0763) or (b2422 and b2423 and b2424 and b3917)),h2o_c;atp_c;so4_p;so4_c;h_c;adp_c;pi_c,Inorganic Ion Transport and Metabolism,b2424,P16701,ecj:JW2417;eco:b2424,,,P16701.fasta,REP-CYST_ECOLI,False,1.0,,,,,3d31,CYST_ECOLI_model1_clean-X_clean.pdb
T2DECAI,b0954,tdec2eACP_c;cdec3eACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
TAGURr,b1521,altrn_c;nadh_c;tagur_c;h_c;nad_c,Alternate Carbon Metabolism,b1521,P0A6L7,ecj:JW1514;eco:b1521,,,P0A6L7.fasta,REP-UXAB_ECOLI,False,1.0,,,,,1m2w,UXAB_ECOLI_model1_clean-X_clean.pdb
TALA,(b0008 or b2464),s7p_c;e4p_c;g3p_c;f6p_c,Pentose Phosphate Pathway,b0008,P0A870,ecj:JW0007;eco:b0008,1I2N;1I2O;1I2P;1I2Q;1I2R;1ONR;1UCW;3KOF;4RZ5;4RZ6;4S2B;4S2C,PDP:3CWNAa,P0A870.fasta,REP-4s2b,True,0.9905362776025236,4s2b,1.46,SO4;44S,PDP:3CWNAa,,4s2b-A_clean.pdb
TALA,(b0008 or b2464),s7p_c;e4p_c;g3p_c;f6p_c,Pentose Phosphate Pathway,b2464,P0A867,ecj:JW2448;eco:b2464,,,P0A867.fasta,REP-TALA_ECOLI,False,1.0,,,,,1i2r,TALA_ECOLI_model1_clean-X_clean.pdb
TARTD,(b3062 and b3061),h2o_c;tartr__L_c;oaa_c,Alternate Carbon Metabolism,b3062,P0AC35,ecj:JW3034;eco:b3062,,,P0AC35.fasta,REP-TTDB_ECOLI,False,1.0,,,,,2isb,TTDB_ECOLI_model1_clean-X_clean.pdb
TARTD,(b3062 and b3061),h2o_c;tartr__L_c;oaa_c,Alternate Carbon Metabolism,b3061,P05847,ecj:JW3033;eco:b3061,,,P05847.fasta,REP-TTDA_ECOLI,False,1.0,,,,,,TTDA_ECOLI_model1_clean-A_clean.pdb
TARTRDtex,(b1377 or b2215 or b0241 or b0929),tartr__D_p;tartr__D_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
TARTRDtex,(b1377 or b2215 or b0241 or b0929),tartr__D_p;tartr__D_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
TARTRDtex,(b1377 or b2215 or b0241 or b0929),tartr__D_p;tartr__D_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
TARTRDtex,(b1377 or b2215 or b0241 or b0929),tartr__D_p;tartr__D_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
TARTRt7pp,b3063,tartr__L_p;succ_p;succ_c;tartr__L_c,"Transport, Inner Membrane",b3063,P39414,ecj:JW3035;eco:b3063,,,P39414.fasta,REP-TTDT_ECOLI,False,1.0,,,,,3dh4,TTDT_ECOLI_model1_clean-X_clean.pdb
TARTRtex,(b0241 or b0929 or b1377 or b2215),tartr__L_p;tartr__L_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
TARTRtex,(b0241 or b0929 or b1377 or b2215),tartr__L_p;tartr__L_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
TARTRtex,(b0241 or b0929 or b1377 or b2215),tartr__L_p;tartr__L_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
TARTRtex,(b0241 or b0929 or b1377 or b2215),tartr__L_p;tartr__L_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
TARTt2_3pp,b4123,tartr__D_p;tartr__D_c;h_c;h_p,"Transport, Inner Membrane",b4123,P0ABN9,ecj:JW4084;eco:b4123,,,P0ABN9.fasta,REP-DCUB_ECOLI,False,1.0,,,,,1gw5,DCUB_ECOLI_model1_clean-X_clean.pdb
TAUDO,b0368,akg_c;o2_c;so3_c;taur_c;succ_c;h_c;co2_c;aacald_c,Alternate Carbon Metabolism,b0368,P37610,ecj:JW0360;eco:b0368,1GQW;1GY9;1OS7;1OTJ,PDP:3PVJAa;PDP:3PVJAb,P37610.fasta,REP-6edh,True,0.9929328621908127,6edh,1.73000401657,1PE;VVO;ACT;TAU;SIN;PG4;PEG,,,6edh-A_clean.pdb
TAURabcpp,(b0365 and b0367 and b0366),h2o_c;atp_c;taur_c;h_c;adp_c;pi_c;taur_p,"Transport, Inner Membrane",b0366,Q47538,ecj:JW0358;eco:b0366,,,Q47538.fasta,REP-TAUB_ECOLI,False,1.0,,,,,1z47,TAUB_ECOLI_model1_clean-X_clean.pdb
TAURabcpp,(b0365 and b0367 and b0366),h2o_c;atp_c;taur_c;h_c;adp_c;pi_c;taur_p,"Transport, Inner Membrane",b0365,Q47537,ecj:JW0357;eco:b0365,,,Q47537.fasta,REP-TAUA_ECOLI,False,1.0,,,,,2x26,TAUA_ECOLI_model1_clean-X_clean.pdb
TAURabcpp,(b0365 and b0367 and b0366),h2o_c;atp_c;taur_c;h_c;adp_c;pi_c;taur_p,"Transport, Inner Membrane",b0367,Q47539,ecj:JW0359;eco:b0367,,,Q47539.fasta,REP-TAUC_ECOLI,False,1.0,,,,,3d31,TAUC_ECOLI_model1_clean-X_clean.pdb
TAURtex,(b0241 or b0929 or b1377 or b2215),taur_e;taur_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
TAURtex,(b0241 or b0929 or b1377 or b2215),taur_e;taur_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
TAURtex,(b0241 or b0929 or b1377 or b2215),taur_e;taur_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
TAURtex,(b0241 or b0929 or b1377 or b2215),taur_e;taur_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
TCYNTtex,(b0241 or b0929 or b1377 or b2215),tcynt_e;tcynt_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
TCYNTtex,(b0241 or b0929 or b1377 or b2215),tcynt_e;tcynt_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
TCYNTtex,(b0241 or b0929 or b1377 or b2215),tcynt_e;tcynt_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
TCYNTtex,(b0241 or b0929 or b1377 or b2215),tcynt_e;tcynt_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
TDP,b1134,thmpp_c;h2o_c;pi_c;h_c;thmmp_c,Cofactor and Prosthetic Group Biosynthesis,b1134,P0AEI6,ecj:JW1120;eco:b1134,,,P0AEI6.fasta,REP-4nfx,True,1.0,4nfx,2.690000057220459,,,,4nfx-A_clean.pdb
TDPADGAT,b3790,dtdp4addg_c;dtdp4aaddg_c;coa_c;h_c;accoa_c,Cell Envelope Biosynthesis,b3790,P27832,ecj:JW5597;eco:b3790,,,P27832.fasta,REP-RFFC_ECOLI,False,1.0,,,,,2fs5,RFFC_ECOLI_model1_clean-X_clean.pdb
TDPAGTA,b3791,akg_c;dtdp4addg_c;glu__L_c;dtdp4d6dg_c,Cell Envelope Biosynthesis,b3791,P27833,ecj:JW3765;eco:b3791,4PIW;4ZAH,PDP:4ZAHAa,P27833.fasta,REP-4zah,True,0.9787798408488063,4zah,2.24,T5K,PDP:4ZAHAa,,4zah-A_clean.pdb
TDPDRE,b2038,dtdp4d6dm_c;dtdp4d6dg_c,Cell Envelope Biosynthesis,b2038,P37745,ecj:JW2023;eco:b2038,,,P37745.fasta,REP-RMLC_ECOLI,False,1.0,,,,,3ryk,RMLC_ECOLI_model1_clean-X_clean.pdb
TDPDRR,b2040,dtdprmn_c;dtdp4d6dm_c;nadp_c;nadph_c;h_c,Cell Envelope Biosynthesis,b2040,P37760,ecj:JW2025;eco:b2040,,,P37760.fasta,REP-RMLD_ECOLI,False,1.0,,,,,1kc1,RMLD_ECOLI_model1_clean-X_clean.pdb
TDPGDH,(b3788 or b2041),dtdpglu_c;h2o_c;dtdp4d6dg_c,Cell Envelope Biosynthesis,b3788,P27830,ecj:JW5598;eco:b3788,1BXK,d1r6da_,P27830.fasta,REP-1bxk,True,0.9549295774647887,1bxk,1.9,NAD,d1r6da_,,1bxk-A_clean.pdb
TDPGDH,(b3788 or b2041),dtdpglu_c;h2o_c;dtdp4d6dg_c,Cell Envelope Biosynthesis,b2041,P37759,ecj:JW2026;eco:b2041,,,P37759.fasta,REP-RMLB1_ECOLI,False,1.0,,,,,1kew,RMLB1_ECOLI_model1_clean-X_clean.pdb
TDSK,b0915,lipidA_c;atp_c;adp_c;lipidAds_c;h_c,Lipopolysaccharide Biosynthesis / Recycling,b0915,P27300,ecj:JW0898;eco:b0915,,,P27300.fasta,REP-LPXK_ECOLI,False,1.0,,,,,1f0k,LPXK_ECOLI_model1_clean-X_clean.pdb
TDSR1,(b2893 and b4136),dsbcrd_p;dsbdox_c;dsbdrd_c;dsbcox_p,"Transport, Inner Membrane",b4136,P36655,ecj:JW5734;eco:b4136,1JPE;1JZD;1L6P;1VRS;1Z5Y;2FWE;2FWF;2FWG;2FWH;3PFU;4IP1;4IP6;5NHI,d1jpea_;d1l6pa_;d2fwha1,P36655.fasta,REP-DSBD_ECOLI,False,1.0,,,,,3a0o,DSBD_ECOLI_model1_clean-X_clean.pdb
TDSR1,(b2893 and b4136),dsbcrd_p;dsbdox_c;dsbdrd_c;dsbcox_p,"Transport, Inner Membrane",b2893,P0AEG6,ecj:JW2861;eco:b2893,1EEJ;1G0T;1JZD;1JZO;1TJD;2IYJ,PDP:4ILFAa;PDP:4ILFAb,P0AEG6.fasta,REP-1eej,True,0.9152542372881356,1eej,1.9,MES,PDP:4ILFAa;PDP:4ILFAb,,1eej-A_clean.pdb
TDSR2,(b0604 and b4136),dsbgox_p;dsbdox_c;dsbgrd_p;dsbdrd_c,"Transport, Inner Membrane",b0604,P77202,ecj:JW0597;eco:b0604,1V57;1V58;2H0G;2H0H;2H0I;2IY2;5G1K;5G1L,PDP:5G1LAa;PDP:5G1LAb;d2iy2a1,P77202.fasta,REP-1v58,True,0.9233870967741935,1v58,1.7,SO4,PDP:5G1LAa;PDP:5G1LAb,,1v58-A_clean.pdb
TDSR2,(b0604 and b4136),dsbgox_p;dsbdox_c;dsbgrd_p;dsbdrd_c,"Transport, Inner Membrane",b4136,P36655,ecj:JW5734;eco:b4136,1JPE;1JZD;1L6P;1VRS;1Z5Y;2FWE;2FWF;2FWG;2FWH;3PFU;4IP1;4IP6;5NHI,d1jpea_;d1l6pa_;d2fwha1,P36655.fasta,REP-DSBD_ECOLI,False,1.0,,,,,3a0o,DSBD_ECOLI_model1_clean-X_clean.pdb
TEO2M,b1430,amet_c;teo2_c;ahcys_c;mteo2_c,Unassigned,b1430,P25397,ecj:JW1426;eco:b1430,2XVA;2XVM,PDP:2XVMAa;PDP:2XVMAb,P25397.fasta,REP-2xvm,True,0.98989898989899,2xvm,1.48,,PDP:2XVMAa;PDP:2XVMAb,,2xvm-A_clean.pdb
TGBPA,((b3132 and b3137) or (b2095 and b2096)),dhap_c;g3p_c;tagdp__D_c,Alternate Carbon Metabolism,b2096,P0C8J6,ecj:JW5343;eco:b2096,,,P0C8J6.fasta,REP-GATY_ECOLI,False,1.0,,,,,1gvf,GATY_ECOLI_model1_clean-X_clean.pdb
TGBPA,((b3132 and b3137) or (b2095 and b2096)),dhap_c;g3p_c;tagdp__D_c,Alternate Carbon Metabolism,b3132,P0C8K0,ecj:JW3101;eco:b3132,,,P0C8K0.fasta,REP-KBAZ_ECOLI,False,1.0,,,,,2fiq,KBAZ_ECOLI_model1_clean-X_clean.pdb
TGBPA,((b3132 and b3137) or (b2095 and b2096)),dhap_c;g3p_c;tagdp__D_c,Alternate Carbon Metabolism,b2095,P0C8J8,ecj:JW2082;eco:b2095,,,P0C8J8.fasta,REP-2fiq,True,0.9404761904761905,2fiq,2.25,,,,2fiq-A_clean.pdb
TGBPA,((b3132 and b3137) or (b2095 and b2096)),dhap_c;g3p_c;tagdp__D_c,Alternate Carbon Metabolism,b3137,P0AB74,ecj:JW3106;eco:b3137,1GVF,d1gvfa_,P0AB74.fasta,REP-1gvf,True,0.9545454545454546,1gvf,1.45,NA;ZN;EDO;PGH,d1gvfa_,,1gvf-A_clean.pdb
THD2pp,(b1602 and b1603),nadp_c;nadph_c;h_p;h_c;nad_c;nadh_c,Oxidative Phosphorylation,b1602,P0AB67,ecj:JW1594;eco:b1602,2BRU,d1d4oa_,P0AB67.fasta,REP-PNTB_ECOLI,False,1.0,,,,,1pnq,PNTB_ECOLI_model1_clean-X_clean.pdb
THD2pp,(b1602 and b1603),nadp_c;nadph_c;h_p;h_c;nad_c;nadh_c,Oxidative Phosphorylation,b1603,P07001,ecj:JW1595;eco:b1603,1X13;1X14;1X15;2BRU,PDP:4IZHAa;PDP:4IZHAb,P07001.fasta,REP-PNTA_ECOLI,False,1.0,,,,,1x15,PNTA_ECOLI_model1_clean-X_clean.pdb
THDPS,b0166,thdp_c;sl2a6o_c;h2o_c;coa_c;succoa_c,Threonine and Lysine Metabolism,b0166,P0A9D8,ecj:JW0161;eco:b0166,,,P0A9D8.fasta,REP-DAPD_ECOLI,False,1.0,,,,,1kgt,DAPD_ECOLI_model1_clean-X_clean.pdb
THFAT,b2551,5fthf_c;h2o_c;h_c;methf_c,Folate Metabolism,b2551,P0A825,ecj:JW2535;eco:b2551,1DFO;1EQB;3G8M,PDP:2DKJAa;PDP:2DKJAb;PDP:2DKJAc,P0A825.fasta,REP-1dfo,True,0.9976019184652278,1dfo,2.4,FFO;PLG,PDP:2DKJAa;PDP:2DKJAb;PDP:2DKJAc,,1dfo-A_clean.pdb
THIORDXi,((b3781 and b2480) or b1710 or (b2582 and b2480)),h2o2_c;h2o_c;trdox_c;trdrd_c,Unassigned,b2582,P0AGG4,ecj:JW2566;eco:b2582,,,P0AGG4.fasta,REP-THIO2_ECOLI,False,1.0,,,,,2ppt,THIO2_ECOLI_model1_clean-X_clean.pdb
THIORDXi,((b3781 and b2480) or b1710 or (b2582 and b2480)),h2o2_c;h2o_c;trdox_c;trdrd_c,Unassigned,b2480,P0AE52,ecj:JW2465;eco:b2480,,,P0AE52.fasta,REP-BCP_ECOLI,False,1.0,,,,,3gkn,BCP_ECOLI_model1_clean-X_clean.pdb
THIORDXi,((b3781 and b2480) or b1710 or (b2582 and b2480)),h2o2_c;h2o_c;trdox_c;trdrd_c,Unassigned,b3781,P0AA25,ecj:JW5856;eco:b3781,1F6M;1KEB;1M7T;1OAZ;1SKR;1SKS;1SKW;1SL0;1SL1;1SL2;1SRX;1T7P;1T8E;1THO;1TK0;1TK5;1TK8;1TKD;1TXX;1X9M;1X9S;1X9W;1XOA;1XOB;1ZCP;1ZYQ;1ZZY;2AJQ;2BTO;2EIO;2EIQ;2EIR;2FCH;2FD3;2H6X;2H6Y;2H6Z;2H70;2H71;2H72;2H73;2H74;2H75;2H76;2O8V;2TIR;2TRX;3DYR;4HU7;4HU9;4HUA;4X43;5HR0;5HR1;5HR2;5HR3;5XOC;6GD1;6GDG;6H7J;6H7L;6H7M;6H7N;6H7O;6IBL;6N7W,PDP:4OO4Aa,P0AA25.fasta,REP-5hr3,True,0.9724770642201835,5hr3,1.101,SO4;CU;EOH,,,5hr3-A_clean.pdb
THIORDXi,((b3781 and b2480) or b1710 or (b2582 and b2480)),h2o2_c;h2o_c;trdox_c;trdrd_c,Unassigned,b1710,P06610,ecj:JW1700;eco:b1710,,,P06610.fasta,REP-BTUE_ECOLI,False,1.0,,,,,2wgr,BTUE_ECOLI_model1_clean-X_clean.pdb
THMDt2pp,(b2964 or b2393),thymd_p;h_c;h_p;thymd_c,"Transport, Inner Membrane",b2393,P0AFF2,ecj:JW2389;eco:b2393,,,P0AFF2.fasta,REP-NUPC_ECOLI,False,1.0,,,,,2xwu,NUPC_ECOLI_model1_clean-X_clean.pdb
THMDt2pp,(b2964 or b2393),thymd_p;h_c;h_p;thymd_c,"Transport, Inner Membrane",b2964,P0AFF4,ecj:JW2932;eco:b2964,,,P0AFF4.fasta,REP-NUPG_ECOLI,False,1.0,,,,,1pv6,NUPG_ECOLI_model1_clean-X_clean.pdb
THMDt2rpp,b2406,thymd_p;h_c;h_p;thymd_c,"Transport, Inner Membrane",b2406,P45562,ecj:JW2397;eco:b2406,,,P45562.fasta,REP-XAPB_ECOLI,False,1.0,,,,,1pv6,XAPB_ECOLI_model1_clean-X_clean.pdb
THMDtex,(b0241 or b0929 or b1377 or b2215),thymd_e;thymd_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
THMDtex,(b0241 or b0929 or b1377 or b2215),thymd_e;thymd_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
THMDtex,(b0241 or b0929 or b1377 or b2215),thymd_e;thymd_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
THMDtex,(b0241 or b0929 or b1377 or b2215),thymd_e;thymd_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
THMabcpp,(b0066 and b0068 and b0067),h2o_c;atp_c;thm_c;thm_p;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0066,P31548,ecj:JW0065;eco:b0066,,,P31548.fasta,REP-THIQ_ECOLI,False,1.0,,,,,2it1,THIQ_ECOLI_model1_clean-X_clean.pdb
THMabcpp,(b0066 and b0068 and b0067),h2o_c;atp_c;thm_c;thm_p;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0067,P31549,ecj:JW0066;eco:b0067,,,P31549.fasta,REP-THIP_ECOLI,False,1.0,,,,,2onk,THIP_ECOLI_model1_clean-X_clean.pdb
THMabcpp,(b0066 and b0068 and b0067),h2o_c;atp_c;thm_c;thm_p;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0068,P31550,ecj:JW0067;eco:b0068,2QRY,PDP:2QRYAa;PDP:2QRYAb,P31550.fasta,REP-2qry,True,0.8837209302325582,2qry,2.25,TPS,PDP:2QRYAa;PDP:2QRYAb,,2qry-A_clean.pdb
THMtex,(b0241 or b0929 or b1377 or b2215),thm_p;thm_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
THMtex,(b0241 or b0929 or b1377 or b2215),thm_p;thm_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
THMtex,(b0241 or b0929 or b1377 or b2215),thm_p;thm_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
THMtex,(b0241 or b0929 or b1377 or b2215),thm_p;thm_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
THRA2i,(b2551 or b0870),acald_c;gly_c;athr__L_c,Threonine and Lysine Metabolism,b0870,P75823,ecj:JW0854;eco:b0870,3WLX,d1m6sa_,P75823.fasta,REP-3wlx,True,0.993993993993994,3wlx,2.51,PLG,d1m6sa_,,3wlx-A_clean.pdb
THRA2i,(b2551 or b0870),acald_c;gly_c;athr__L_c,Threonine and Lysine Metabolism,b2551,P0A825,ecj:JW2535;eco:b2551,1DFO;1EQB;3G8M,PDP:2DKJAa;PDP:2DKJAb;PDP:2DKJAc,P0A825.fasta,REP-1dfo,True,0.9976019184652278,1dfo,2.4,FFO;PLG,PDP:2DKJAa;PDP:2DKJAb;PDP:2DKJAc,,1dfo-A_clean.pdb
THRAi,(b2551 or b0870),acald_c;thr__L_c;gly_c,Threonine and Lysine Metabolism,b2551,P0A825,ecj:JW2535;eco:b2551,1DFO;1EQB;3G8M,PDP:2DKJAa;PDP:2DKJAb;PDP:2DKJAc,P0A825.fasta,REP-1dfo,True,0.9976019184652278,1dfo,2.4,FFO;PLG,PDP:2DKJAa;PDP:2DKJAb;PDP:2DKJAc,,1dfo-A_clean.pdb
THRAi,(b2551 or b0870),acald_c;thr__L_c;gly_c,Threonine and Lysine Metabolism,b0870,P75823,ecj:JW0854;eco:b0870,3WLX,d1m6sa_,P75823.fasta,REP-3wlx,True,0.993993993993994,3wlx,2.51,PLG,d1m6sa_,,3wlx-A_clean.pdb
