,fatcat_domain,u_uniprot_acc,pdb
13580,PDP:4GLXAf,P15042,4GLX
13581,d1vk6a2,P32664,1VK6
13582,d1vk6a3,P32664,1VK6
13583,d1vk6a4,P32664,1VK6
13584,d1vk6a2,P32664,2GB5
13585,d1vk6a3,P32664,2GB5
13586,d1vk6a4,P32664,2GB5
13590,d1vk6a2,P32664,5ISY
13591,d1vk6a3,P32664,5ISY
13592,d1vk6a4,P32664,5ISY
13596,PDP:3RPEAa,P0AEY5,2B3D
13598,d1kqpa_,P18843,1WXE
13599,d1kqpa_,P18843,1WXF
13600,d1kqpa_,P18843,1WXG
13601,d1kqpa_,P18843,1WXH
13602,d1kqpa_,P18843,1WXI
13603,d1d4oa_,P0AB67,2BRU
13604,PDP:4IZHAa,P07001,1X13
13605,PDP:4IZHAb,P07001,1X13
13608,PDP:4IZHAa,P07001,1X14
13609,PDP:4IZHAb,P07001,1X14
13612,PDP:4IZHAa,P07001,1X15
13613,PDP:4IZHAb,P07001,1X15
13616,PDP:4IZHAa,P07001,2BRU
13617,PDP:4IZHAb,P07001,2BRU
13620,PDP:4ATVAa,P13738,1ZCD
13622,PDP:4ATVAa,P13738,3FI1
13623,PDP:4ATVAa,P13738,4ATV
13627,PDP:4ATVAa,P13738,4AU5
13631,PDP:4C6AAa,P0A763,2HUR
13637,d1u7ga_,P69681,1U77
13638,d1u7ga_,P69681,1U7C
13639,d1u7ga_,P69681,1U7G
13640,d1u7ga_,P69681,1XQE
13641,d1u7ga_,P69681,1XQF
13642,d1u7ga_,P69681,2NMR
13643,d1u7ga_,P69681,2NOP
13644,d1u7ga_,P69681,2NOW
13645,d1u7ga_,P69681,2NPC
13646,d1u7ga_,P69681,2NPD
13647,d1u7ga_,P69681,2NPE
13648,d1u7ga_,P69681,2NPG
13649,d1u7ga_,P69681,2NPJ
13650,d1u7ga_,P69681,2NPK
13651,d1u7ga_,P69681,2NS1
13652,d1u7ga_,P69681,2NUU
13658,d1u7ga_,P69681,3C1G
13659,d1u7ga_,P69681,3C1H
13660,d1u7ga_,P69681,3C1I
13661,d1u7ga_,P69681,3C1J
13662,PDP:2MS3Aa,Q46877,2MS3
13663,PDP:4D02Aa,Q46877,4D02
13664,PDP:4D02Ab,Q46877,4D02
13665,PDP:4I9DAa,P33590,1UIU
13666,PDP:4I9DAb,P33590,1UIU
13667,PDP:4I9DAc,P33590,1UIU
13671,PDP:4I9DAa,P33590,1UIV
13672,PDP:4I9DAb,P33590,1UIV
13673,PDP:4I9DAc,P33590,1UIV
13677,PDP:4I9DAa,P33590,1ZLQ
13678,PDP:4I9DAb,P33590,1ZLQ
13679,PDP:4I9DAc,P33590,1ZLQ
13683,PDP:4I9DAa,P33590,2NOO
13684,PDP:4I9DAb,P33590,2NOO
13685,PDP:4I9DAc,P33590,2NOO
13686,PDP:4I9DAa,P33590,3DP8
13687,PDP:4I9DAb,P33590,3DP8
13688,PDP:4I9DAc,P33590,3DP8
13695,PDP:4I9DAa,P33590,3E3K
13696,PDP:4I9DAb,P33590,3E3K
13697,PDP:4I9DAc,P33590,3E3K
13704,PDP:4I9DAa,P33590,3MVW
13705,PDP:4I9DAb,P33590,3MVW
13706,PDP:4I9DAc,P33590,3MVW
13710,PDP:4I9DAa,P33590,3MVX
13711,PDP:4I9DAb,P33590,3MVX
13712,PDP:4I9DAc,P33590,3MVX
13716,PDP:4I9DAa,P33590,3MVY
13717,PDP:4I9DAb,P33590,3MVY
13718,PDP:4I9DAc,P33590,3MVY
13722,PDP:4I9DAa,P33590,3MVZ
13723,PDP:4I9DAb,P33590,3MVZ
13724,PDP:4I9DAc,P33590,3MVZ
13728,PDP:4I9DAa,P33590,3MW0
13729,PDP:4I9DAb,P33590,3MW0
13730,PDP:4I9DAc,P33590,3MW0
13734,PDP:4I9DAa,P33590,3MZ9
13735,PDP:4I9DAb,P33590,3MZ9
13736,PDP:4I9DAc,P33590,3MZ9
13740,PDP:4I9DAa,P33590,3MZB
13741,PDP:4I9DAb,P33590,3MZB
13742,PDP:4I9DAc,P33590,3MZB
13746,PDP:4I9DAa,P33590,3QIM
13747,PDP:4I9DAb,P33590,3QIM
13748,PDP:4I9DAc,P33590,3QIM
13752,PDP:4I9DAa,P33590,4DCX
13753,PDP:4I9DAb,P33590,4DCX
13754,PDP:4I9DAc,P33590,4DCX
13758,PDP:4I9DAa,P33590,4DCY
13759,PDP:4I9DAb,P33590,4DCY
13760,PDP:4I9DAc,P33590,4DCY
13764,PDP:4I9DAa,P33590,4I8C
13765,PDP:4I9DAb,P33590,4I8C
13766,PDP:4I9DAc,P33590,4I8C
13773,PDP:4I9DAa,P33590,4I9D
13774,PDP:4I9DAb,P33590,4I9D
13775,PDP:4I9DAc,P33590,4I9D
13779,d1k4ma_,P0A752,1K4K
13783,d1k4ma_,P0A752,1K4M
13786,PDP:4U4VAa,P10903,4JR9
13787,PDP:4U4VAa,P10903,4JRE
13789,PDP:4U4VAa,P10903,4U4T
13790,PDP:4U4VAa,P10903,4U4V
13791,PDP:4U4VAa,P10903,4U4W
13793,PDP:3ML1Aa,P33937,2NYA
13794,PDP:3ML1Ab,P33937,2NYA
13795,PDP:3ML1Ac,P33937,2NYA
13799,PDP:2PQ4B_,P33937,2PQ4
13800,PDP:3EGWAa,P09152,1Q16
13801,PDP:3EGWAa,P09152,1R27
13803,PDP:3EGWAa,P09152,1SIW
13804,PDP:3EGWAa,P09152,1Y4Z
13805,PDP:3EGWAa,P09152,1Y5I
13806,PDP:3EGWAa,P09152,1Y5L
13807,PDP:3EGWAa,P09152,1Y5N
13808,PDP:3EGWAa,P09152,3EGW
13809,PDP:3EGWAa,P09152,3IR5
13810,PDP:3EGWAa,P09152,3IR6
13811,PDP:3EGWAa,P09152,3IR7
13812,PDP:3EGWBa,P11349,1Q16
13813,PDP:3EGWBb,P11349,1Q16
13814,PDP:3EGWBc,P11349,1Q16
13815,PDP:3EGWBd,P11349,1Q16
13816,PDP:3EGWBe,P11349,1Q16
13817,PDP:3EGWBa,P11349,1R27
13818,PDP:3EGWBb,P11349,1R27
13819,PDP:3EGWBc,P11349,1R27
13820,PDP:3EGWBd,P11349,1R27
13821,PDP:3EGWBe,P11349,1R27
13827,PDP:3EGWBa,P11349,1SIW
13828,PDP:3EGWBb,P11349,1SIW
13829,PDP:3EGWBc,P11349,1SIW
13830,PDP:3EGWBd,P11349,1SIW
13831,PDP:3EGWBe,P11349,1SIW
13832,PDP:3EGWBa,P11349,1Y4Z
13833,PDP:3EGWBb,P11349,1Y4Z
13834,PDP:3EGWBc,P11349,1Y4Z
13835,PDP:3EGWBd,P11349,1Y4Z
13836,PDP:3EGWBe,P11349,1Y4Z
13837,PDP:3EGWBa,P11349,1Y5I
13838,PDP:3EGWBb,P11349,1Y5I
13839,PDP:3EGWBc,P11349,1Y5I
13840,PDP:3EGWBd,P11349,1Y5I
13841,PDP:3EGWBe,P11349,1Y5I
13842,PDP:3EGWBa,P11349,1Y5L
13843,PDP:3EGWBb,P11349,1Y5L
13844,PDP:3EGWBc,P11349,1Y5L
13845,PDP:3EGWBd,P11349,1Y5L
13846,PDP:3EGWBe,P11349,1Y5L
13847,PDP:3EGWBa,P11349,1Y5N
13848,PDP:3EGWBb,P11349,1Y5N
13849,PDP:3EGWBc,P11349,1Y5N
13850,PDP:3EGWBd,P11349,1Y5N
13851,PDP:3EGWBe,P11349,1Y5N
13852,PDP:3EGWBa,P11349,3EGW
13853,PDP:3EGWBb,P11349,3EGW
13854,PDP:3EGWBc,P11349,3EGW
13855,PDP:3EGWBd,P11349,3EGW
13856,PDP:3EGWBe,P11349,3EGW
13857,PDP:3EGWBa,P11349,3IR5
13858,PDP:3EGWBb,P11349,3IR5
13859,PDP:3EGWBc,P11349,3IR5
13860,PDP:3EGWBd,P11349,3IR5
13861,PDP:3EGWBe,P11349,3IR5
13862,PDP:3EGWBa,P11349,3IR6
13863,PDP:3EGWBb,P11349,3IR6
13864,PDP:3EGWBc,P11349,3IR6
13865,PDP:3EGWBd,P11349,3IR6
13866,PDP:3EGWBe,P11349,3IR6
13867,PDP:3EGWBa,P11349,3IR7
13868,PDP:3EGWBb,P11349,3IR7
13869,PDP:3EGWBc,P11349,3IR7
13870,PDP:3EGWBd,P11349,3IR7
13871,PDP:3EGWBe,P11349,3IR7
13872,PDP:3EGWCa,P11350,1Q16
13873,PDP:3EGWCa,P11350,1SIW
13874,PDP:3EGWCa,P11350,1Y4Z
13875,PDP:3EGWCa,P11350,1Y5I
13876,PDP:3EGWCa,P11350,1Y5L
13877,PDP:3EGWCa,P11350,1Y5N
13878,PDP:3EGWCa,P11350,3EGW
13879,PDP:3EGWCa,P11350,3IR5
13880,PDP:3EGWCa,P11350,3IR6
13881,PDP:3EGWCa,P11350,3IR7
13882,PDP:4U4VAa,P37758,4IU8
13884,PDP:4U4VAa,P37758,4IU9
13886,d1cqxa1,P24232,1GVH
13887,d1cqxa2,P24232,1GVH
13888,d1cqxa3,P24232,1GVH
13889,d2paqa1,P76491,2PAQ
13891,d2paqa1,P76491,2PAR
13893,d2paqa1,P76491,2PAU
13895,d1hp1a1,P07024,1HO5
13896,d1hp1a2,P07024,1HO5
13899,d1hp1a1,P07024,1HP1
13900,d1hp1a2,P07024,1HP1
13901,d1hp1a1,P07024,1HPU
13902,d1hp1a2,P07024,1HPU
13909,d1hp1a1,P07024,1OI8
13910,d1hp1a2,P07024,1OI8
13913,d1hp1a1,P07024,1OID
13914,d1hp1a2,P07024,1OID
13917,d1hp1a1,P07024,1OIE
13918,d1hp1a2,P07024,1OIE
13919,d1hp1a1,P07024,1USH
13920,d1hp1a2,P07024,1USH
13921,d1hp1a1,P07024,2USH
13922,d1hp1a2,P07024,2USH
13925,d1hp1a1,P07024,4WWL
13926,d1hp1a2,P07024,4WWL
13927,PDP:2RCNAa,P39286,2YKR
13928,PDP:2RCNAb,P39286,2YKR
13929,PDP:2RCNAc,P39286,2YKR
13930,PDP:4A2IVa,P39286,4A2I
13931,PDP:4A2IVb,P39286,4A2I
13932,PDP:4A2IVc,P39286,4A2I
13933,d1u14a_,P39411,1U5W
13941,PDP:4ARUAa,P07102,1DKL
13942,PDP:4ARUAb,P07102,1DKL
13945,PDP:4ARUAa,P07102,1DKM
13946,PDP:4ARUAb,P07102,1DKM
13947,PDP:4ARUAa,P07102,1DKN
13948,PDP:4ARUAb,P07102,1DKN
13949,PDP:4ARUAa,P07102,1DKO
13950,PDP:4ARUAb,P07102,1DKO
13951,PDP:4ARUAa,P07102,1DKP
13952,PDP:4ARUAb,P07102,1DKP
13953,PDP:4ARUAa,P07102,1DKQ
13954,PDP:4ARUAb,P07102,1DKQ
13955,PDP:4ARUAa,P07102,4TSR
13956,PDP:4ARUAb,P07102,4TSR
13957,PDP:3CRAAa,P0AEY3,3CRA
13958,PDP:3CRAAb,P0AEY3,3CRA
13959,PDP:3CRAAc,P0AEY3,3CRA
13963,PDP:3CRAAa,P0AEY3,3CRC
13964,PDP:3CRAAb,P0AEY3,3CRC
13965,PDP:3CRAAc,P0AEY3,3CRC
13969,d1k7ka_,P52061,1K7K
13970,d1k7ka_,P52061,2PYU
13971,d1k7ka_,P52061,2Q16
13973,PDP:2RRKAa,P77788,2RRK
13974,PDP:4X9EAa,P15723,4X9E
13980,PDP:4X9EAa,P15723,4XDS
13986,d2jo6a1,P0A9I8,2JO6
13987,PDP:3BNJAa,P0ABK9,1GU6
13991,PDP:3BNJAa,P0ABK9,2RDZ
13995,PDP:3BNJAa,P0ABK9,2RF7
13999,PDP:3BNJAa,P0ABK9,3L1T
14003,PDP:3BNJAa,P0ABK9,3TOR
14007,PDP:3BNJAa,P0ABK9,4WJY
14009,PDP:2P0BAa,P0ABL1,2OZY
14010,PDP:2P0BAa,P0ABL1,2P0B
14011,PDP:3C8FAa,P0A9N4,3C8F
14012,PDP:3C8FAb,P0A9N4,3C8F
14013,PDP:3C8FAa,P0A9N4,3CB8
14014,PDP:3C8FAb,P0A9N4,3CB8
14015,d1h16a_,P09373,1CM5
14017,d1h16a_,P09373,1H16
14018,d1h16a_,P09373,1H17
14019,d1h16a_,P09373,1H18
14021,d1h16a_,P09373,1MZO
14023,d1qhma_,P09373,1QHM
14025,d1h16a_,P09373,2PFL
14027,d1h16a_,P09373,3PFL
14029,PDP:4OH7Aa,P04391,1AKM
14030,PDP:4OH7Ab,P04391,1AKM
14035,PDP:4OH7Aa,P04391,1DUV
14036,PDP:4OH7Ab,P04391,1DUV
14041,PDP:4OH7Aa,P04391,2OTC
14042,PDP:4OH7Ab,P04391,2OTC
14059,d1w23a_,P23721,1BJN
14061,d1w23a_,P23721,1BJO
14063,PDP:3LDVAa,P08244,1EIX
14064,PDP:3LDVAb,P08244,1EIX
14071,PDP:3LDVAa,P08244,1JJK
14072,PDP:3LDVAb,P08244,1JJK
14103,PDP:3LDVAa,P08244,1L2U
14104,PDP:3LDVAb,P08244,1L2U
14107,PDP:2WQTAa,P77608,1SV6
14112,PDP:2WQTAa,P77608,2WQT
14132,d2idba1,P0AAB4,2IDB
14133,d2idba2,P0AAB4,2IDB
14138,PDP:2PS1Aa,P0A7E3,1ORO
14140,d2c31a1,P0AFI0,2Q27
14141,d2c31a2,P0AFI0,2Q27
14142,d2c31a3,P0AFI0,2Q27
14146,d2c31a1,P0AFI0,2Q28
14147,d2c31a2,P0AFI0,2Q28
14148,d2c31a3,P0AFI0,2Q28
14152,d2c31a1,P0AFI0,2Q29
14153,d2c31a2,P0AFI0,2Q29
14154,d2c31a3,P0AFI0,2Q29
14158,PDP:5JBXAa,P77467,4FZW
14159,PDP:5JBXAb,P77467,4FZW
14162,PDP:3E2QAa,P09546,1TIW
14163,PDP:3E2QAa,P09546,1TJ0
14164,PDP:3E2QAa,P09546,1TJ1
14165,PDP:3E2QAa,P09546,1TJ2
14166,d2ay0a1,P09546,2AY0
14172,PDP:3E2QAa,P09546,2FZM
14173,PDP:3E2QAa,P09546,2FZN
14174,PDP:2GPEA_,P09546,2GPE
14178,PDP:2GPEA_,P09546,2RBF
14180,PDP:3E2QAa,P09546,3E2Q
14181,PDP:3E2QAa,P09546,3E2R
14182,PDP:3E2QAa,P09546,3E2S
14183,PDP:3E2QAa,P09546,3ITG
14185,PDP:3E2QAa,P09546,4JNY
14186,PDP:3E2QAa,P09546,4JNZ
14187,PDP:4O8AAa,P09546,4O8A
14188,PDP:3PVTAa,P76077,3PVR
14189,PDP:3PVTAa,P76077,3PVT
14190,PDP:3PVTAa,P76077,3PVY
14191,PDP:3PVTAa,P76077,3PW1
14192,PDP:3PVTAa,P76077,3PW8
14194,PDP:3PVTAa,P76077,3PWQ
14198,PDP:3PVTAa,P76077,4II4
14199,d1otka_,P76079,1OTK
14201,d1otka_,P76079,3PVR
14203,d1otka_,P76079,3PVT
14205,d1otka_,P76079,3PVY
14207,d1otka_,P76079,3PW1
14209,d1otka_,P76079,3PW8
14211,d1otka_,P76079,3PWQ
14219,d1otka_,P76079,4II4
14221,d3cova1,P31663,1IHO
14223,PDP:3GUZAa,P31663,3GUZ
14225,PDP:5JWYAa,P0A924,5JWY
14226,PDP:5JWYAb,P0A924,5JWY
14227,d1sura_,P17854,1SUR
14228,PDP:2O8VAa,P17854,2O8V
14229,d1s67l_,P76129,1S66
14231,d1s67l_,P76129,1S67
14233,d1v9ya_,P76129,1V9Y
14235,d1v9ya_,P76129,1V9Z
14237,d1v9ya_,P76129,1VB6
14239,PDP:2R6OAa,P76129,4HU3
14240,PDP:2R6OAa,P76129,4HU4
14242,d2ieaa1,P0AFG8,1L8A
14243,d2ieaa2,P0AFG8,1L8A
14244,d2ieaa3,P0AFG8,1L8A
14248,d2ieaa1,P0AFG8,1RP7
14249,d2ieaa2,P0AFG8,1RP7
14250,d2ieaa3,P0AFG8,1RP7
14254,d2ieaa1,P0AFG8,2G25
14255,d2ieaa2,P0AFG8,2G25
14256,d2ieaa3,P0AFG8,2G25
14260,d2ieaa1,P0AFG8,2G28
14261,d2ieaa2,P0AFG8,2G28
14262,d2ieaa3,P0AFG8,2G28
14266,d2ieaa1,P0AFG8,2G67
14267,d2ieaa2,P0AFG8,2G67
14268,d2ieaa3,P0AFG8,2G67
14272,d2ieaa1,P0AFG8,2IEA
14273,d2ieaa2,P0AFG8,2IEA
14274,d2ieaa3,P0AFG8,2IEA
14278,d2ieaa1,P0AFG8,2QTA
14279,d2ieaa2,P0AFG8,2QTA
14280,d2ieaa3,P0AFG8,2QTA
14284,d2ieaa1,P0AFG8,2QTC
14285,d2ieaa2,P0AFG8,2QTC
14286,d2ieaa3,P0AFG8,2QTC
14290,d1gjxa_,P06959,1QJO
14291,PDP:2K7VAa,P06959,2K7V
14293,d1dnla_,P0AFI7,1DNL
14294,d1dnla_,P0AFI7,1G76
14295,d1dnla_,P0AFI7,1G77
14296,d1dnla_,P0AFI7,1G78
14297,d1dnla_,P0AFI7,1G79
14298,d1dnla_,P0AFI7,1JNW
14299,d1dnla_,P0AFI7,1WV4
14301,PDP:3LXYAa,P19624,1PS6
14302,PDP:3LXYAb,P19624,1PS6
14305,PDP:3LXYAa,P19624,1PS7
14306,PDP:3LXYAb,P19624,1PS7
14313,PDP:3LXYAa,P19624,1PTM
14314,PDP:3LXYAb,P19624,1PTM
14317,PDP:3O6CAa,P0A794,1HO1
14321,PDP:3O6CAa,P0A794,1HO4
14325,PDP:3O6CAa,P0A794,1IXN
14329,PDP:3O6CAa,P0A794,1IXO
14333,PDP:3O6CAa,P0A794,1IXP
14337,PDP:3O6CAa,P0A794,1IXQ
14341,PDP:3O6CAa,P0A794,1M5W
14349,PDP:3UMOAa,P06999,3CQD
14351,PDP:3UMOAa,P06999,3N1C
14355,PDP:3UMOAa,P06999,3UMO
14357,PDP:3UMOAa,P06999,3UMP
14359,PDP:3UMOAa,P06999,3UQD
14363,PDP:3UMOAa,P06999,3UQE
14365,PDP:1ZXXAa,P0A796,1PFK
14366,PDP:1ZXXAb,P0A796,1PFK
14369,PDP:1ZXXAa,P0A796,2PFK
14370,PDP:1ZXXAb,P0A796,2PFK
14377,PDP:3K5PAa,P0A9T0,1PSD
14378,PDP:3K5PAb,P0A9T0,1PSD
14379,PDP:3K5PAc,P0A9T0,1PSD
14383,PDP:3K5PAa,P0A9T0,1SC6
14384,PDP:3K5PAb,P0A9T0,1SC6
14385,PDP:3K5PAc,P0A9T0,1SC6
14395,PDP:3K5PAa,P0A9T0,1YBA
14396,PDP:3K5PAb,P0A9T0,1YBA
14397,PDP:3K5PAc,P0A9T0,1YBA
14407,PDP:3K5PAa,P0A9T0,2P9C
14408,PDP:3K5PAb,P0A9T0,2P9C
14409,PDP:3K5PAc,P0A9T0,2P9C
14413,PDP:3K5PAa,P0A9T0,2P9E
14414,PDP:3K5PAb,P0A9T0,2P9E
14415,PDP:3K5PAc,P0A9T0,2P9E
14425,PDP:3K5PAa,P0A9T0,2P9G
14426,PDP:3K5PAb,P0A9T0,2P9G
14427,PDP:3K5PAc,P0A9T0,2P9G
14431,PDP:3K5PAa,P0A9T0,2PA3
14432,PDP:3K5PAb,P0A9T0,2PA3
14433,PDP:3K5PAc,P0A9T0,2PA3
14434,PDP:3LJKAa,P0A6T1,3NBU
14435,PDP:3LJKAb,P0A6T1,3NBU
14446,PDP:2WZBAa,P0A799,1ZMR
14447,PDP:2WZBAb,P0A799,1ZMR
14448,d1ri6a_,P52697,1RI6
14449,d1e58a_,P62707,1E58
14450,d1e58a_,P62707,1E59
14451,d1sr3a_,P69490,1SR3
14452,d1ixha_,P0AG82,1A40
14453,d1ixha_,P0AG82,1A54
14454,d1ixha_,P0AG82,1A55
14455,d1ixha_,P0AG82,1IXG
14456,d1ixha_,P0AG82,1IXH
14457,d1ixha_,P0AG82,1IXI
14458,d1ixha_,P0AG82,1OIB
14460,d1ixha_,P0AG82,1PBP
14461,d1ixha_,P0AG82,1QUI
14462,d1ixha_,P0AG82,1QUJ
14463,d1ixha_,P0AG82,1QUK
14464,d1ixha_,P0AG82,1QUL
14465,d1ixha_,P0AG82,2ABH
14466,d1qd5a_,P0A921,1FW2
14467,d1qd5a_,P0A921,1FW3
14469,d1qd5a_,P0A921,1ILD
14470,d1qd5a_,P0A921,1ILZ
14471,d1qd5a_,P0A921,1IM0
14472,d1qd5a_,P0A921,1QD5
14473,d1qd6.1,P0A921,1QD6
14475,PDP:4NMWAa,P13001,1M33
14476,PDP:4NE2Aa,P0A6I3,1ESM
14480,PDP:4NE2Aa,P0A6I3,1ESN
14484,PDP:4NE2Aa,P0A6I3,1SQ5
14488,PDP:3EYAAa,P07003,3EY9
14489,PDP:3EYAAb,P07003,3EY9
14490,PDP:3EYAAc,P07003,3EY9
14494,PDP:3EYAAa,P07003,3EYA
14495,PDP:3EYAAb,P07003,3EYA
14496,PDP:3EYAAc,P07003,3EYA
14530,d1u6za1,P0AFL6,1U6Z
14531,d1u6za2,P0AFL6,1U6Z
14532,d1u6za3,P0AFL6,1U6Z
14536,PDP:3Q46Aa,P0A7A9,1FAJ
14537,PDP:3Q46Aa,P0A7A9,1I40
14538,PDP:3Q46Aa,P0A7A9,1I6T
14539,PDP:3Q46Aa,P0A7A9,1IGP
14540,PDP:3Q46Aa,P0A7A9,1INO
14541,PDP:3Q46Aa,P0A7A9,1IPW
14543,PDP:3Q46Aa,P0A7A9,1JFD
14545,PDP:3Q46Aa,P0A7A9,1MJW
14547,PDP:3Q46Aa,P0A7A9,1MJX
14549,PDP:3Q46Aa,P0A7A9,1MJY
14551,PDP:3Q46Aa,P0A7A9,1MJZ
14552,PDP:3Q46Aa,P0A7A9,1OBW
14555,PDP:3Q46Aa,P0A7A9,2AU6
14556,PDP:3Q46Aa,P0A7A9,2AU7
14557,PDP:3Q46Aa,P0A7A9,2AU8
14558,PDP:3Q46Aa,P0A7A9,2AU9
14559,PDP:3Q46Aa,P0A7A9,2AUU
14560,PDP:3Q46Aa,P0A7A9,2EIP
14562,PDP:3Q46Aa,P0A7A9,4UM4
14565,PDP:1W5QAa,P0ACB2,1B4E
14566,PDP:1W5QAa,P0ACB2,1I8J
14568,PDP:1W5QAa,P0ACB2,1L6S
14570,PDP:1W5QAa,P0ACB2,1L6Y
14572,PDP:1W5QAa,P0ACB2,5IC2
14573,d1jqna_,P00864,1FIY
14574,d1jqna_,P00864,1JQN
14575,d1jqna_,P00864,1QB4
14576,PDP:5INTAa,P0ABQ0,1U7U
14577,PDP:5INTAa,P0ABQ0,1U7W
14580,PDP:5INTAa,P0ABQ0,1U7Z
14583,PDP:5INTAa,P0ABQ0,1U80
14586,d2olra1,P22259,1AQ2
14587,d2olra2,P22259,1AQ2
14588,d2olra1,P22259,1AYL
14589,d2olra2,P22259,1AYL
14590,d2olra1,P22259,1K3C
14591,d2olra2,P22259,1K3C
14592,d2olra1,P22259,1K3D
14593,d2olra2,P22259,1K3D
14594,d2olra1,P22259,1OEN
14595,d2olra2,P22259,1OEN
14596,d2olra1,P22259,1OS1
14597,d2olra2,P22259,1OS1
14598,d2olra1,P22259,2OLQ
14599,d2olra2,P22259,2OLQ
14600,d2olra1,P22259,2OLR
14601,d2olra2,P22259,2OLR
14602,d2olra1,P22259,2PXZ
14603,d2olra2,P22259,2PXZ
14604,d2olra1,P22259,2PY7
14605,d2olra2,P22259,2PY7
14606,d1xdoa1,P0A7B1,1XDO
14607,d1xdoa2,P0A7B1,1XDO
14608,d1xdoa3,P0A7B1,1XDO
14609,d1xdoa4,P0A7B1,1XDO
14614,d1xdoa1,P0A7B1,1XDP
14615,d1xdoa2,P0A7B1,1XDP
14616,d1xdoa3,P0A7B1,1XDP
14617,d1xdoa4,P0A7B1,1XDP
14622,PDP:3TG0Aa,P00634,1AJA
14624,PDP:3TG0Aa,P00634,1AJB
14626,PDP:3TG0Aa,P00634,1AJC
14628,PDP:3TG0Aa,P00634,1AJD
14630,PDP:3TG0Aa,P00634,1ALH
14632,PDP:3TG0Aa,P00634,1ALI
14634,PDP:3TG0Aa,P00634,1ALJ
14636,PDP:3TG0Aa,P00634,1ALK
14638,PDP:3TG0Aa,P00634,1ANI
14640,PDP:3TG0Aa,P00634,1ANJ
14642,PDP:3TG0Aa,P00634,1B8J
14644,PDP:3TG0Aa,P00634,1ED8
14646,PDP:3TG0Aa,P00634,1ED9
14648,PDP:3TG0Aa,P00634,1ELX
14650,PDP:3TG0Aa,P00634,1ELY
14652,PDP:3TG0Aa,P00634,1ELZ
14654,PDP:3TG0Aa,P00634,1EW8
14656,PDP:3TG0Aa,P00634,1EW9
14658,PDP:3TG0Aa,P00634,1HJK
14660,PDP:3TG0Aa,P00634,1HQA
14662,PDP:3TG0Aa,P00634,1KH4
14664,PDP:3TG0Aa,P00634,1KH5
14666,PDP:3TG0Aa,P00634,1KH7
14668,PDP:3TG0Aa,P00634,1KH9
14670,PDP:3TG0Aa,P00634,1KHJ
14672,PDP:3TG0Aa,P00634,1KHK
14674,PDP:3TG0Aa,P00634,1KHL
14676,PDP:3TG0Aa,P00634,1KHN
14678,PDP:3TG0Aa,P00634,1URA
14680,PDP:3TG0Aa,P00634,1URB
14682,PDP:3TG0Aa,P00634,1Y6V
14684,PDP:3TG0Aa,P00634,1Y7A
14686,PDP:3TG0Aa,P00634,2ANH
14688,PDP:3TG0Aa,P00634,2G9Y
14690,PDP:3TG0Aa,P00634,2GA3
14692,PDP:2MLZB_,P00634,2MLZ
14693,PDP:3TG0Aa,P00634,3BDF
14695,PDP:3TG0Aa,P00634,3BDG
14697,PDP:3TG0Aa,P00634,3BDH
14699,PDP:3TG0Aa,P00634,3CMR
14701,PDP:3TG0Aa,P00634,3DPC
14703,PDP:3TG0Aa,P00634,3DYC
14705,PDP:3TG0Aa,P00634,3TG0
14709,PDP:3TG0Aa,P00634,4KM4
14711,PDP:3TG0Aa,P00634,4YR1
14713,PDP:3TG0Aa,P00634,5C66
14715,PDP:3TG0Aa,P00634,5JTL
14716,PDP:5JTME_,P00634,5JTM
14720,PDP:5JTNE_,P00634,5JTN
14722,PDP:5JTOEa,P00634,5JTO
14726,PDP:5JTPE_,P00634,5JTP
14730,PDP:3MJFAa,P15640,1GSO
14731,PDP:3MJFAb,P15640,1GSO
14732,PDP:3MJFAc,P15640,1GSO
14733,PDP:3MJFAd,P15640,1GSO
14734,PDP:3M84Aa,P08178,1CLI
14735,PDP:3M84Ab,P08178,1CLI
14742,PDP:3NUAAa,P0A7D7,2GQR
14744,PDP:3NUAAa,P0A7D7,2GQS
14746,PDP:4M0PAa,P0A717,4S2U
14747,PDP:4M0PAb,P0A717,4S2U
14748,PDP:3NVSAa,P0A6D3,1EPS
14749,PDP:3NVSAb,P0A6D3,1EPS
14750,PDP:3NVSAa,P0A6D3,1G6S
14751,PDP:3NVSAb,P0A6D3,1G6S
14752,PDP:3NVSAa,P0A6D3,1G6T
14753,PDP:3NVSAb,P0A6D3,1G6T
14754,PDP:3NVSAa,P0A6D3,1MI4
14755,PDP:3NVSAb,P0A6D3,1MI4
14756,PDP:3TI2Aa,P0A6D3,1P88
14757,PDP:3TI2Aa,P0A6D3,1P89
14758,PDP:3NVSAa,P0A6D3,1Q36
14759,PDP:3NVSAb,P0A6D3,1Q36
14760,PDP:3NVSAa,P0A6D3,1X8R
14761,PDP:3NVSAb,P0A6D3,1X8R
14762,PDP:3NVSAa,P0A6D3,1X8T
14763,PDP:3NVSAb,P0A6D3,1X8T
14764,PDP:3NVSAa,P0A6D3,2AA9
14765,PDP:3NVSAb,P0A6D3,2AA9
14766,PDP:3NVSAa,P0A6D3,2AAY
14767,PDP:3NVSAb,P0A6D3,2AAY
14768,PDP:3NVSAa,P0A6D3,2PQ9
14769,PDP:3NVSAb,P0A6D3,2PQ9
14770,PDP:3NVSAa,P0A6D3,2QFQ
